"a-1_number_of_villages,_towns,_households,_population_and_area",unnamed:_1,unnamed:_2,unnamed:_3,unnamed:_4,unnamed:_5,unnamed:_6,unnamed:_7,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,source_dataset
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.,census
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,,census
28,537,04526,SUB-DISTRICT,Saroornagar,Rural,0,1,0,0,0,0,0,17.400000000000006,0,census
28,537,04526,SUB-DISTRICT,Saroornagar,Urban,0,0,4,127633,549004,280607,268397,165.26,3322.062205010287,census
28,537,04527,SUB-DISTRICT,Rajendranagar,Total,12,4,3,65464,307175,156621,150554,154.7730084393496,1984.6806823579427,census
28,537,04527,SUB-DISTRICT,Rajendranagar,Rural,12,4,0,5467,24590,12487,12103,55.61300843934961,442.1627365622081,census
28,537,04527,SUB-DISTRICT,Rajendranagar,Urban,0,0,3,59997,282585,144134,138451,99.16,2849.788221056878,census
28,537,04528,SUB-DISTRICT,Moinabad,Total,26,0,0,12714,56205,29032,27173,203.1185460204968,276.7103304999452,census
28,537,04528,SUB-DISTRICT,Moinabad,Rural,26,0,0,12714,56205,29032,27173,203.1185460204968,276.7103304999452,census
28,537,04528,SUB-DISTRICT,Moinabad,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04529,SUB-DISTRICT,Chevella,Total,36,0,0,13196,58166,29549,28617,278.4609169029679,208.8838916675278,census
28,537,04529,SUB-DISTRICT,Chevella,Rural,36,0,0,13196,58166,29549,28617,278.4609169029679,208.8838916675278,census
28,537,04529,SUB-DISTRICT,Chevella,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04530,SUB-DISTRICT,Vicarabad,Total,25,2,1,18199,85410,42769,42641,214.241486024932,398.66228331734294,census
28,537,04530,SUB-DISTRICT,Vicarabad,Rural,25,2,0,7110,32267,16302,15965,167.551486024932,192.57961099311652,census
28,537,04530,SUB-DISTRICT,Vicarabad,Urban,0,0,1,11089,53143,26467,26676,46.69,1138.209466695224,census
28,537,04531,SUB-DISTRICT,Dharur,Total,37,1,0,9609,44900,22392,22508,215.16,208.68191113589887,census
28,537,04531,SUB-DISTRICT,Dharur,Rural,37,1,0,9609,44900,22392,22508,215.16,208.68191113589887,census
28,537,04531,SUB-DISTRICT,Dharur,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04532,SUB-DISTRICT,Bantwaram,Total,24,2,0,7646,33159,16533,16626,144.15,230.03121748178978,census
28,537,04532,SUB-DISTRICT,Bantwaram,Rural,24,2,0,7646,33159,16533,16626,144.15,230.03121748178978,census
28,537,04532,SUB-DISTRICT,Bantwaram,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04533,SUB-DISTRICT,Peddemul,Total,29,5,0,11110,51893,25725,26168,294.99,175.91443777755177,census
28,537,04533,SUB-DISTRICT,Peddemul,Rural,29,5,0,11110,51893,25725,26168,294.99,175.91443777755177,census
28,537,04533,SUB-DISTRICT,Peddemul,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04534,SUB-DISTRICT,Tandur,Total,34,1,1,25273,118776,59384,59392,231.76699827756633,512.4802102228236,census
28,537,04534,SUB-DISTRICT,Tandur,Rural,34,1,0,12057,53661,26789,26872,225.93699827756632,237.50426184770683,census
28,537,04534,SUB-DISTRICT,Tandur,Urban,0,0,1,13216,65115,32595,32520,5.83,11168.953687821611,census
28,537,04535,SUB-DISTRICT,Basheerabad,Total,28,2,1,8800,43562,21603,21959,215.077490681544,202.54095331854313,census
28,537,04535,SUB-DISTRICT,Basheerabad,Rural,28,2,0,7477,36851,18210,18641,205.677490681544,179.16885254622926,census
28,537,04535,SUB-DISTRICT,Basheerabad,Urban,0,0,1,1323,6711,3393,3318,9.4,713.9361702127659,census
28,537,04536,SUB-DISTRICT,Yelal,Total,33,1,0,9514,45295,22128,23167,217.93214072851174,207.8399259906601,census
28,537,04536,SUB-DISTRICT,Yelal,Rural,33,1,0,9514,45295,22128,23167,217.93214072851174,207.8399259906601,census
28,537,04536,SUB-DISTRICT,Yelal,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04537,SUB-DISTRICT,Doma,Total,28,0,0,9493,48224,24168,24056,170.7896342385867,282.3590565960981,census
28,537,04537,SUB-DISTRICT,Doma,Rural,28,0,0,9493,48224,24168,24056,170.7896342385867,282.3590565960981,census
28,537,04537,SUB-DISTRICT,Doma,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04538,SUB-DISTRICT,Gandeed,Total,28,1,0,13985,70387,35062,35325,234.79496636310003,299.78070267123877,census
28,537,04538,SUB-DISTRICT,Gandeed,Rural,28,1,0,13985,70387,35062,35325,234.79496636310003,299.78070267123877,census
28,537,04538,SUB-DISTRICT,Gandeed,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04539,SUB-DISTRICT,Kulkacharla,Total,30,0,0,13966,70281,35780,34501,276.06504989926276,254.58130257939504,census
28,537,04539,SUB-DISTRICT,Kulkacharla,Rural,30,0,0,13966,70281,35780,34501,276.06504989926276,254.58130257939504,census
28,537,04539,SUB-DISTRICT,Kulkacharla,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04540,SUB-DISTRICT,Pargi,Total,35,2,0,13343,62984,31420,31564,245.4387329667942,256.61801313373473,census
28,537,04540,SUB-DISTRICT,Pargi,Rural,35,2,0,13343,62984,31420,31564,245.4387329667942,256.61801313373473,census
28,537,04540,SUB-DISTRICT,Pargi,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04541,SUB-DISTRICT,Pudur,Total,33,1,0,9614,44884,22712,22172,200.84502116166175,223.47579113685129,census
28,537,04541,SUB-DISTRICT,Pudur,Rural,33,1,0,9614,44884,22712,22172,200.84502116166175,223.47579113685129,census
28,537,04541,SUB-DISTRICT,Pudur,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04542,SUB-DISTRICT,Shabad,Total,25,0,0,11938,51334,26135,25199,238.5467921391148,215.1946774872715,census
28,537,04542,SUB-DISTRICT,Shabad,Rural,25,0,0,11938,51334,26135,25199,238.5467921391148,215.1946774872715,census
28,537,04542,SUB-DISTRICT,Shabad,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04543,SUB-DISTRICT,Shamshabad,Total,36,3,1,19660,87837,45201,42636,155.16042523143807,566.1044036775608,census
28,537,04543,SUB-DISTRICT,Shamshabad,Rural,36,3,0,11802,52731,26976,25755,134.77042523143808,391.2653678241817,census
28,537,04543,SUB-DISTRICT,Shamshabad,Urban,0,0,1,7858,35106,18225,16881,20.39,1721.726336439431,census
28,537,04544,SUB-DISTRICT,Maheswaram,Total,30,3,0,14684,65125,33792,31333,255.41981295244224,254.97238936638763,census
28,537,04544,SUB-DISTRICT,Maheswaram,Rural,30,3,0,14684,65125,33792,31333,255.41981295244224,254.97238936638763,census
28,537,04544,SUB-DISTRICT,Maheswaram,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04545,SUB-DISTRICT,Kandukur,Total,27,3,0,12824,54587,28076,26511,292.89,186.37372392365737,census
28,537,04545,SUB-DISTRICT,Kandukur,Rural,27,3,0,12824,54587,28076,26511,292.89,186.37372392365737,census
28,537,04545,SUB-DISTRICT,Kandukur,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04546,SUB-DISTRICT,Ibrahimpatnam,Total,22,5,1,16446,74006,37878,36128,268.79,275.33018341456153,census
28,537,04546,SUB-DISTRICT,Ibrahimpatnam,Rural,22,5,0,13926,61657,31909,29748,248.00000000000003,248.61693548387095,census
28,537,04546,SUB-DISTRICT,Ibrahimpatnam,Urban,0,0,1,2520,12349,5969,6380,20.79,593.987493987494,census
28,537,04547,SUB-DISTRICT,Manchal,Total,21,4,0,10854,46488,23879,22609,277.09476295191905,167.76932015877367,census
28,537,04547,SUB-DISTRICT,Manchal,Rural,21,4,0,10854,46488,23879,22609,277.09476295191905,167.76932015877367,census
28,537,04547,SUB-DISTRICT,Manchal,Urban,0,0,0,0,0,0,0,0,0,census
28,537,04548,SUB-DISTRICT,Yacharam,Total,19,1,0,11490,49409,25434,23975,311.6,158.56546854942232,census
28,537,04548,SUB-DISTRICT,Yacharam,Rural,19,1,0,11490,49409,25434,23975,311.6,158.56546854942232,census
28,537,04548,SUB-DISTRICT,Yacharam,Urban,0,0,0,0,0,0,0,0,0,census
28,538,00000,DISTRICT,Mahbubnagar,Total,1465,72,18,869451,4053028,2050386,2002642,18432,219.89084201388889,census
28,538,00000,DISTRICT,Mahbubnagar,Rural,1465,72,0,743106,3445336,1742438,1702898,18156.02,189.76273434376034,census
28,538,00000,DISTRICT,Mahbubnagar,Urban,0,0,18,126345,607692,307948,299744,275.98,2201.9421697224434,census
28,538,04549,SUB-DISTRICT,Kodangal,Total,19,0,0,10981,53673,26545,27128,254.38719535054997,210.98939325950613,census
28,538,04549,SUB-DISTRICT,Kodangal,Rural,19,0,0,10981,53673,26545,27128,254.38719535054997,210.98939325950613,census
28,538,04549,SUB-DISTRICT,Kodangal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04550,SUB-DISTRICT,Bomraspet,Total,25,2,0,10819,55937,27858,28079,252.92325841404835,221.16194592285484,census
28,538,04550,SUB-DISTRICT,Bomraspet,Rural,25,2,0,10819,55937,27858,28079,252.92325841404835,221.16194592285484,census
28,538,04550,SUB-DISTRICT,Bomraspet,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04551,SUB-DISTRICT,Kosgi,Total,23,1,0,11841,57495,28575,28920,170.76875550897518,336.6833694409526,census
28,538,04551,SUB-DISTRICT,Kosgi,Rural,23,1,0,11841,57495,28575,28920,170.76875550897518,336.6833694409526,census
28,538,04551,SUB-DISTRICT,Kosgi,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04552,SUB-DISTRICT,Doulathabad,Total,26,0,0,10456,51497,25656,25841,196.93534858378726,261.4919077267142,census
28,538,04552,SUB-DISTRICT,Doulathabad,Rural,26,0,0,10456,51497,25656,25841,196.93534858378726,261.4919077267142,census
28,538,04552,SUB-DISTRICT,Doulathabad,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04553,SUB-DISTRICT,Damaragidda,Total,28,0,0,10998,57946,28874,29072,214.93255931364627,269.60084681930715,census
28,538,04553,SUB-DISTRICT,Damaragidda,Rural,28,0,0,10998,57946,28874,29072,214.93255931364627,269.60084681930715,census
28,538,04553,SUB-DISTRICT,Damaragidda,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04554,SUB-DISTRICT,Maddur,Total,29,1,0,13172,67395,33583,33812,227.50398978933845,296.2365629825027,census
28,538,04554,SUB-DISTRICT,Maddur,Rural,29,1,0,13172,67395,33583,33812,227.50398978933845,296.2365629825027,census
28,538,04554,SUB-DISTRICT,Maddur,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04555,SUB-DISTRICT,Hanwada,Total,18,2,0,11175,55044,27690,27354,182.22431797013115,302.06725761499297,census
28,538,04555,SUB-DISTRICT,Hanwada,Rural,18,2,0,11175,55044,27690,27354,182.22431797013115,302.06725761499297,census
28,538,04555,SUB-DISTRICT,Hanwada,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04556,SUB-DISTRICT,Nawabpet,Total,26,1,0,10416,52061,26310,25751,220.10240653695618,236.530807723171,census
28,538,04556,SUB-DISTRICT,Nawabpet,Rural,26,1,0,10416,52061,26310,25751,220.10240653695618,236.530807723171,census
28,538,04556,SUB-DISTRICT,Nawabpet,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04557,SUB-DISTRICT,Balanagar,Total,37,0,0,15322,66668,33979,32689,300.7520232205906,221.67099421672538,census
28,538,04557,SUB-DISTRICT,Balanagar,Rural,37,0,0,15322,66668,33979,32689,300.7520232205906,221.67099421672538,census
28,538,04557,SUB-DISTRICT,Balanagar,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04558,SUB-DISTRICT,Kondurg,Total,36,3,0,13526,60518,30534,29984,239.13358671147716,253.07193703834264,census
28,538,04558,SUB-DISTRICT,Kondurg,Rural,36,3,0,13526,60518,30534,29984,239.13358671147716,253.07193703834264,census
28,538,04558,SUB-DISTRICT,Kondurg,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04559,SUB-DISTRICT,Farooqnagar,Total,33,2,1,26214,112633,57361,55272,274.71851532182416,409.99420759119187,census
28,538,04559,SUB-DISTRICT,Farooqnagar,Rural,33,2,0,15886,66958,34033,32925,261.1385153218242,256.4079830104024,census
28,538,04559,SUB-DISTRICT,Farooqnagar,Urban,0,0,1,10328,45675,23328,22347,13.58,3363.40206185567,census
28,538,04560,SUB-DISTRICT,Kothur,Total,15,0,1,15230,65241,33993,31248,214.72781288896073,303.8311577910831,census
28,538,04560,SUB-DISTRICT,Kothur,Rural,15,0,0,12705,54722,28358,26364,205.33781288896074,266.497432840544,census
28,538,04560,SUB-DISTRICT,Kothur,Urban,0,0,1,2525,10519,5635,4884,9.39,1120.234291799787,census
28,538,04561,SUB-DISTRICT,Keshampet,Total,20,0,0,10094,42592,21715,20877,213.77574201417295,199.23682452790283,census
28,538,04561,SUB-DISTRICT,Keshampet,Rural,20,0,0,10094,42592,21715,20877,213.77574201417295,199.23682452790283,census
28,538,04561,SUB-DISTRICT,Keshampet,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04562,SUB-DISTRICT,Talakondapalle,Total,28,1,0,12327,52835,27020,25815,301.7552807015498,175.09221338948598,census
28,538,04562,SUB-DISTRICT,Talakondapalle,Rural,28,1,0,12327,52835,27020,25815,301.7552807015498,175.09221338948598,census
28,538,04562,SUB-DISTRICT,Talakondapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04563,SUB-DISTRICT,Amangal,Total,16,0,0,13690,62034,32201,29833,274.8208885341669,225.72519989610495,census
28,538,04563,SUB-DISTRICT,Amangal,Rural,16,0,0,13690,62034,32201,29833,274.8208885341669,225.72519989610495,census
28,538,04563,SUB-DISTRICT,Amangal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04564,SUB-DISTRICT,Madgul,Total,14,1,0,11271,49133,25042,24091,277.12428581187925,177.29590120929726,census
28,538,04564,SUB-DISTRICT,Madgul,Rural,14,1,0,11271,49133,25042,24091,277.12428581187925,177.29590120929726,census
28,538,04564,SUB-DISTRICT,Madgul,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04565,SUB-DISTRICT,Veldanda,Total,19,1,0,11267,46006,23276,22730,306.1880407959917,150.2540722374362,census
28,538,04565,SUB-DISTRICT,Veldanda,Rural,19,1,0,11267,46006,23276,22730,306.1880407959917,150.2540722374362,census
28,538,04565,SUB-DISTRICT,Veldanda,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04566,SUB-DISTRICT,Midjil,Total,28,0,0,12153,52352,26259,26093,332.692465471535,157.35853808952342,census
28,538,04566,SUB-DISTRICT,Midjil,Rural,28,0,0,12153,52352,26259,26093,332.692465471535,157.35853808952342,census
28,538,04566,SUB-DISTRICT,Midjil,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04567,SUB-DISTRICT,Jadcherla,Total,27,1,2,22297,102766,51240,51526,258.38,397.7320226023686,census
28,538,04567,SUB-DISTRICT,Jadcherla,Rural,27,1,0,11609,52210,25828,26382,232.25,224.80086114101184,census
28,538,04567,SUB-DISTRICT,Jadcherla,Urban,0,0,2,10688,50556,25412,25144,26.13,1934.7876004592424,census
28,538,04568,SUB-DISTRICT,Mahbubnagar,Total,15,1,3,49873,249091,125484,123607,225.77388250074563,1103.2764163905333,census
28,538,04568,SUB-DISTRICT,Mahbubnagar,Rural,15,1,0,7929,38833,19398,19435,145.61388250074563,266.6847372866468,census
28,538,04568,SUB-DISTRICT,Mahbubnagar,Urban,0,0,3,41944,210258,106086,104172,80.16,2622.9790419161677,census
28,538,04569,SUB-DISTRICT,Koilkonda,Total,36,1,0,13116,66721,33816,32905,209.9265092300848,317.8302742455079,census
28,538,04569,SUB-DISTRICT,Koilkonda,Rural,36,1,0,13116,66721,33816,32905,209.9265092300848,317.8302742455079,census
28,538,04569,SUB-DISTRICT,Koilkonda,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04570,SUB-DISTRICT,Narayanpet,Total,21,3,1,18649,97838,48769,49069,241.29366149190963,405.47273142224844,census
28,538,04570,SUB-DISTRICT,Narayanpet,Rural,21,3,0,10735,56086,28072,28014,229.43366149190962,244.45410335735642,census
28,538,04570,SUB-DISTRICT,Narayanpet,Urban,0,0,1,7914,41752,20697,21055,11.86,3520.4047217537945,census
28,538,04571,SUB-DISTRICT,Utkoor,Total,24,4,0,10705,55885,27827,28058,268.58635990249223,208.07087902858703,census
28,538,04571,SUB-DISTRICT,Utkoor,Rural,24,4,0,10705,55885,27827,28058,268.58635990249223,208.07087902858703,census
28,538,04571,SUB-DISTRICT,Utkoor,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04572,SUB-DISTRICT,Dhanwada,Total,18,0,0,12564,64039,31734,32305,228.82460422856022,279.8606391821178,census
28,538,04572,SUB-DISTRICT,Dhanwada,Rural,18,0,0,12564,64039,31734,32305,228.82460422856022,279.8606391821178,census
28,538,04572,SUB-DISTRICT,Dhanwada,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04573,SUB-DISTRICT,Devarkadra,Total,28,0,0,11628,58385,29490,28895,256.27086245765696,227.82535415881242,census
28,538,04573,SUB-DISTRICT,Devarkadra,Rural,28,0,0,11628,58385,29490,28895,256.27086245765696,227.82535415881242,census
28,538,04573,SUB-DISTRICT,Devarkadra,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04574,SUB-DISTRICT,Bhoothpur,Total,17,0,0,10470,49777,25144,24633,169.44814106975343,293.7594929383691,census
28,538,04574,SUB-DISTRICT,Bhoothpur,Rural,17,0,0,10470,49777,25144,24633,169.44814106975343,293.7594929383691,census
28,538,04574,SUB-DISTRICT,Bhoothpur,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04575,SUB-DISTRICT,Thimmajipet,Total,17,2,0,8873,40424,20271,20153,206.08751376723092,196.14968059470883,census
28,538,04575,SUB-DISTRICT,Thimmajipet,Rural,17,2,0,8873,40424,20271,20153,206.08751376723092,196.14968059470883,census
28,538,04575,SUB-DISTRICT,Thimmajipet,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04576,SUB-DISTRICT,Kalwakurthy,Total,17,0,1,15005,64095,32642,31453,267.4397799242532,239.66142964279135,census
28,538,04576,SUB-DISTRICT,Kalwakurthy,Rural,17,0,0,8903,36035,18329,17706,230.59977992425317,156.26641106004823,census
28,538,04576,SUB-DISTRICT,Kalwakurthy,Urban,0,0,1,6102,28060,14313,13747,36.84,761.672095548317,census
28,538,04577,SUB-DISTRICT,Vangoor,Total,23,0,0,11806,50113,25511,24602,393.113135396238,127.4772972149319,census
28,538,04577,SUB-DISTRICT,Vangoor,Rural,23,0,0,11806,50113,25511,24602,393.113135396238,127.4772972149319,census
28,538,04577,SUB-DISTRICT,Vangoor,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04578,SUB-DISTRICT,Amrabad,Total,14,1,1,12281,50133,24868,25265,1984.0849910939971,25.267566775129605,census
28,538,04578,SUB-DISTRICT,Amrabad,Rural,14,1,0,11158,45589,22607,22982,1980.7549910939972,23.01597128619153,census
28,538,04578,SUB-DISTRICT,Amrabad,Urban,0,0,1,1123,4544,2261,2283,3.33,1364.5645645645645,census
28,538,04579,SUB-DISTRICT,Achampet,Total,20,0,2,15679,69875,36019,33856,408.4588799264193,171.06985166435223,census
28,538,04579,SUB-DISTRICT,Achampet,Rural,20,0,0,9727,41450,21178,20272,389.7588799264193,106.3478015121173,census
28,538,04579,SUB-DISTRICT,Achampet,Urban,0,0,2,5952,28425,14841,13584,18.7,1520.0534759358288,census
28,538,04580,SUB-DISTRICT,Uppununthala,Total,20,2,0,7879,34225,17208,17017,229.53097939372532,149.10841268747538,census
28,538,04580,SUB-DISTRICT,Uppununthala,Rural,20,2,0,7879,34225,17208,17017,229.53097939372532,149.10841268747538,census
28,538,04580,SUB-DISTRICT,Uppununthala,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04581,SUB-DISTRICT,Telkapalle,Total,20,0,0,10852,49585,24951,24634,237.12707174955887,209.1072927024084,census
28,538,04581,SUB-DISTRICT,Telkapalle,Rural,20,0,0,10852,49585,24951,24634,237.12707174955887,209.1072927024084,census
28,538,04581,SUB-DISTRICT,Telkapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04582,SUB-DISTRICT,Tadoor,Total,23,0,0,8809,38375,19311,19064,219.43698065672817,174.8793657529911,census
28,538,04582,SUB-DISTRICT,Tadoor,Rural,23,0,0,8809,38375,19311,19064,219.43698065672817,174.8793657529911,census
28,538,04582,SUB-DISTRICT,Tadoor,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04583,SUB-DISTRICT,Nagarkurnool,Total,21,3,1,16188,74728,37619,37109,212.83390846061948,351.1094662523048,census
28,538,04583,SUB-DISTRICT,Nagarkurnool,Rural,21,3,0,10332,47927,24185,23742,205.22390846061947,233.5351682925225,census
28,538,04583,SUB-DISTRICT,Nagarkurnool,Urban,0,0,1,5856,26801,13434,13367,7.61,3521.813403416557,census
28,538,04584,SUB-DISTRICT,Bijinapalle,Total,24,0,0,16239,72647,36705,35942,247.11869727421325,293.97613697917745,census
28,538,04584,SUB-DISTRICT,Bijinapalle,Rural,24,0,0,16239,72647,36705,35942,247.11869727421325,293.97613697917745,census
28,538,04584,SUB-DISTRICT,Bijinapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04585,SUB-DISTRICT,Ghanpur,Total,21,2,0,9820,48771,24991,23780,181.74316387212014,268.3512213659751,census
28,538,04585,SUB-DISTRICT,Ghanpur,Rural,21,2,0,9820,48771,24991,23780,181.74316387212014,268.3512213659751,census
28,538,04585,SUB-DISTRICT,Ghanpur,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04586,SUB-DISTRICT,Addakal,Total,21,0,0,10603,52381,26462,25919,207.49002677632689,252.45068793820357,census
28,538,04586,SUB-DISTRICT,Addakal,Rural,21,0,0,10603,52381,26462,25919,207.49002677632689,252.45068793820357,census
28,538,04586,SUB-DISTRICT,Addakal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04587,SUB-DISTRICT,Chinnachintakunta,Total,22,0,1,10674,50341,24819,25522,202.78085900855945,248.25321406629948,census
28,538,04587,SUB-DISTRICT,Chinnachintakunta,Rural,22,0,0,9490,44704,22118,22586,196.25085900855944,227.79008573944762,census
28,538,04587,SUB-DISTRICT,Chinnachintakunta,Urban,0,0,1,1184,5637,2701,2936,6.53,863.2465543644716,census
28,538,04588,SUB-DISTRICT,Narva,Total,30,1,0,9963,49359,24500,24859,274.85160049786975,179.58418255738903,census
28,538,04588,SUB-DISTRICT,Narva,Rural,30,1,0,9963,49359,24500,24859,274.85160049786975,179.58418255738903,census
28,538,04588,SUB-DISTRICT,Narva,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04589,SUB-DISTRICT,Makthal,Total,36,3,0,14264,72028,36094,35934,352.21503706530126,204.50007075264617,census
28,538,04589,SUB-DISTRICT,Makthal,Rural,36,3,0,14264,72028,36094,35934,352.21503706530126,204.50007075264617,census
28,538,04589,SUB-DISTRICT,Makthal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04590,SUB-DISTRICT,Maganoor,Total,30,4,0,9382,47957,23851,24106,381.3709279405222,125.7489663907451,census
28,538,04590,SUB-DISTRICT,Maganoor,Rural,30,4,0,9382,47957,23851,24106,381.3709279405222,125.7489663907451,census
28,538,04590,SUB-DISTRICT,Maganoor,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04591,SUB-DISTRICT,Dharur,Total,25,0,0,14103,65945,33070,32875,297.1484861461251,221.9260843468374,census
28,538,04591,SUB-DISTRICT,Dharur,Rural,25,0,0,14103,65945,33070,32875,297.1484861461251,221.9260843468374,census
28,538,04591,SUB-DISTRICT,Dharur,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04592,SUB-DISTRICT,Atmakur,Total,24,1,1,13171,61505,30859,30646,218.2596887147863,281.79734133302304,census
28,538,04592,SUB-DISTRICT,Atmakur,Rural,24,1,0,10535,49208,24665,24543,202.7396887147863,242.71517980490586,census
28,538,04592,SUB-DISTRICT,Atmakur,Urban,0,0,1,2636,12297,6194,6103,15.52,792.3324742268042,census
28,538,04593,SUB-DISTRICT,Kothakota,Total,32,1,1,16781,79604,40366,39238,243.37183770246784,327.08796856487226,census
28,538,04593,SUB-DISTRICT,Kothakota,Rural,32,1,0,12732,60562,30756,29806,230.58183770246785,262.6486136264835,census
28,538,04593,SUB-DISTRICT,Kothakota,Urban,0,0,1,4049,19042,9610,9432,12.79,1488.8193901485536,census
28,538,04594,SUB-DISTRICT,Peddamandadi,Total,15,0,0,8147,40303,20386,19917,161.13543622752047,250.11878791883404,census
28,538,04594,SUB-DISTRICT,Peddamandadi,Rural,15,0,0,8147,40303,20386,19917,161.13543622752047,250.11878791883404,census
28,538,04594,SUB-DISTRICT,Peddamandadi,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04595,SUB-DISTRICT,Wanaparthy,Total,20,1,1,22784,108521,55905,52616,198.94186354570556,545.4910196669995,census
28,538,04595,SUB-DISTRICT,Wanaparthy,Rural,20,1,0,9918,47572,24404,23168,171.54186354570555,277.3200606353733,census
28,538,04595,SUB-DISTRICT,Wanaparthy,Urban,0,0,1,12866,60949,31501,29448,27.4,2224.4160583941607,census
28,538,04596,SUB-DISTRICT,Gopalpeta,Total,20,0,0,12435,59345,30120,29225,243.59705876962195,243.6195260309961,census
28,538,04596,SUB-DISTRICT,Gopalpeta,Rural,20,0,0,12435,59345,30120,29225,243.59705876962195,243.6195260309961,census
28,538,04596,SUB-DISTRICT,Gopalpeta,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04597,SUB-DISTRICT,Balmoor,Total,19,2,0,9006,38768,20097,18671,225.12893126298619,172.20354479768238,census
28,538,04597,SUB-DISTRICT,Balmoor,Rural,19,2,0,9006,38768,20097,18671,225.12893126298619,172.20354479768238,census
28,538,04597,SUB-DISTRICT,Balmoor,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04598,SUB-DISTRICT,Lingal,Total,16,2,0,7837,34979,18055,16924,196.84321269267875,177.6998024037076,census
28,538,04598,SUB-DISTRICT,Lingal,Rural,16,2,0,7837,34979,18055,16924,196.84321269267875,177.6998024037076,census
28,538,04598,SUB-DISTRICT,Lingal,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04599,SUB-DISTRICT,Peddakothapalle,Total,23,3,0,11973,56461,28853,27608,280.9735185959674,200.94776291423196,census
28,538,04599,SUB-DISTRICT,Peddakothapalle,Rural,23,3,0,11973,56461,28853,27608,280.9735185959674,200.94776291423196,census
28,538,04599,SUB-DISTRICT,Peddakothapalle,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04600,SUB-DISTRICT,Kodair,Total,19,0,0,9836,44986,23143,21843,215.47513733906294,208.77582701902102,census
28,538,04600,SUB-DISTRICT,Kodair,Rural,19,0,0,9836,44986,23143,21843,215.47513733906294,208.77582701902102,census
28,538,04600,SUB-DISTRICT,Kodair,Urban,0,0,0,0,0,0,0,0,0,census
28,538,04601,SUB-DISTRICT,Pangal,Total,27,0,0,13143,60254,31269,28985,253.53749768810496,237.65320928631573,census
28,538,04601,SUB-DISTRICT,Pangal,Rural,27,0,0,13143,60254,31269,28985,253.53749768810496,237.65320928631573,census
28,538,04601,SUB-DISTRICT,Pangal,Urban,0,0,0,0,0,0,0,0,0,census
